paper_uid_after_direct_w,ref_title,ref_author,ref_publisher_or_journal,ref_year,direct_article_id,direct_id_sources,direct_id_values,direct_id_conflict,query_signature
P00249728,집권연합과 개혁정책,김병문,세계지역연구논총,2007,,,,False,집권연합과개혁정책||김병문||세계지역연구논총||2007
P00176150,김대중 정부의 행정개혁과정 연구,김판석,행정논총,2000,,,,False,김대중정부의행정개혁과정연구||김판석||행정논총||2000
P00176155,김영삼 개혁 연합의 선택,백종국,사회비평,1996,,,,False,김영삼개혁연합의선택||백종국||사회비평||1996
P00249730,문민정부 정치개혁의 평가와 과제,백종섭,한국사회와 행정연구,1993,,,,False,문민정부정치개혁의평가와과제||백종섭||한국사회와행정연구||1993
P00249731,참여정부와 한국정치의 새로운 양상,손혁재,동국,2003,,,,False,참여정부와한국정치의새로운양상||손혁재||동국||2003
P00249733,국가론의 시각에서 본 IMF 개혁－김대중 정권의 재벌개혁을 중심으로,손호철,한국과 국제정치,2001,,,,False,국가론의시각에서본imf개혁김대중정권의재벌개혁을중심으로||손호철||한국과국제정치||2001
P00249734,김영삼 개혁의 성격,안병영,신동아,1993,,,,False,김영삼개혁의성격||안병영||신동아||1993
P00249735,신자유주의와 공공부문 구조조정,오세철,연세경영연구,2001,,,,False,신자유주의와공공부문구조조정||오세철||연세경영연구||2001
P00249736,국가 비젼 전략과 대통령의 정책의지에 관한연구,유호룡,복지행정연구,2003,,,,False,국가비젼전략과대통령의정책의지에관한연구||유호룡||복지행정연구||2003
P00249737,이상주의와 현실정치,윤영찬,신동아,1996,,,,False,이상주의와현실정치||윤영찬||신동아||1996
P00249738,노무현 대통령과 이명박 대통령의 지도력과 국정운영 비교: 임기 초 지도력 특성과 국민지지,이강로,대한정치학회보,2010,,,,False,노무현대통령과이명박대통령의지도력과국정운영비교임기초지도력특성과국민지지||이강로||대한정치학회보||2010
P00176158,한국에서의 개혁과 민주주의의 공고화,이강로,사회과학논총,2001,,,,False,한국에서의개혁과민주주의의공고화||이강로||사회과학논총||2001
P00249739,"한국 대통령들의 위기 수사학에 관한 연구: 노태우, 김영삼, 김대중, 노무현 대통령의 변호 전략 분석",이귀혜,한국언론학보,2007,,,,False,한국대통령들의위기수사학에관한연구노태우김영삼김대중노무현대통령의변호전략분석||이귀혜||한국언론학보||2007
P00249740,대통령의 리더십과 의회정치: 노무현 대통령의 참여정부전반기 평가,이동윤,동서연구,2005,,,,False,대통령의리더십과의회정치노무현대통령의참여정부전반기평가||이동윤||동서연구||2005
P00249741,한국에서의 대통령제의 적실성,이명남,한국정치학회보,1996,,,,False,한국에서의대통령제의적실성||이명남||한국정치학회보||1996
P00249743,국회 내 역학관계의 변화와 행정적 대통령전략의 재정립,이원근,한국행정학보,1998,,,,False,국회내역학관계의변화와행정적대통령전략의재정립||이원근||한국행정학보||1998
P00176163,김영삼 정부주도하의 정치개혁법이 한국정치의 미친 영향,임성한,사회과학연구,1998,,,,False,김영삼정부주도하의정치개혁법이한국정치의미친영향||임성한||사회과학연구||1998
P00249744,김대중정부의 개혁: 평가와 전망,정대화,동향과 전망,2001,,,,False,김대중정부의개혁평가와전망||정대화||동향과전망||2001
P00176165,김영삼 대통령의 개혁 이념과 한국민주주의,정용대,한국정치학회보,1993,,,,False,김영삼대통령의개혁이념과한국민주주의||정용대||한국정치학회보||1993
P00249745,노무현 정권 전반기 의회-정당간의 관계 -‘열린우리당’ 조직과 당헌을 중심으로-,진영재,행정논총,2005,,,,False,노무현정권전반기의회정당간의관계열린우리당조직과당헌을중심으로||진영재||행정논총||2005
P00176166,김영삼 정부의 민주화 추진 내역에 대한 평가,최용섭,호남정치학회보,1997,,,,False,김영삼정부의민주화추진내역에대한평가||최용섭||호남정치학회보||1997
P00249747,"정치개혁, 법이 만능이 아니다",허영,신동아,1994,,,,False,정치개혁법이만능이아니다||허영||신동아||1994
P00249749,새로운 민주화와 참여정부,홍성태,시민과 세계,2003,,,,False,새로운민주화와참여정부||홍성태||시민과세계||2003
P00249750,한국의 정치적 대표-유권자와 국회의원의 이념적 대표를중심으로,장훈,한국정당학회보,2003,,,,False,한국의정치적대표유권자와국회의원의이념적대표를중심으로||장훈||한국정당학회보||2003
P00249751,한국 정치사회 어젠다와 정책선호 지형,정한울,EAI Opinion Review,2011,,,,False,한국정치사회어젠다와정책선호지형||정한울||eaiopinionreview||2011
P00249763,"특집: 한국의 페미니즘, 지금 어디에 있나－대안을 찾아서, 세계화와 한국 여성정책의 변화",김경희,여성과 사회,2005,,,,False,특집한국의페미니즘지금어디에있나대안을찾아서세계화와한국여성정책의변화||김경희||여성과사회||2005
P00234432,외환위기 이후 여성빈곤의 실태와 빈곤 요인에 관한 실증 분석,김안나,한국여성학,2009,,,,False,외환위기이후여성빈곤의실태와빈곤요인에관한실증분석||김안나||한국여성학||2009
P00249765,성인지적 관점과 한국의 여성복지정책- 서울시 여성복지 담당공무원 의견조사 분석 -,박미석,한국여성학,2003,,,,False,성인지적관점과한국의여성복지정책서울시여성복지담당공무원의견조사분석||박미석||한국여성학||2003
P00249769,젠더 차원에서 본 경제적 세계화의 두 얼굴:보육정책에 미친 영향을 중심으로,유해미,한국사회학,2006,,,,False,젠더차원에서본경제적세계화의두얼굴보육정책에미친영향을중심으로||유해미||한국사회학||2006
P00249770,사회복지의 새로운 패러다임과 여성복지,이상덕,여성복지 확대를 위한 정책토론회 자료집,1996,,,,False,사회복지의새로운패러다임과여성복지||이상덕||여성복지확대를위한정책토론회자료집||1996
P00249772,"세계화, 노동의 유연화와 여성 비정규 노동",전기택,젠더와 사회,2006,,,,False,세계화노동의유연화와여성비정규노동||전기택||젠더와사회||2006
P00249774,"한국의 여성복지 변모, 1970∼1995: (Ⅰ)예시적 지표를통한 정책적 함의",한성덕,대구대학교 사회과학연구,1995,,,,False,한국의여성복지변모19701995i예시적지표를통한정책적함의||한성덕||대구대학교사회과학연구||1995
P00249775,지역사회복지에서 여성주의 접근의필요성에 대한 이론적 고찰,한정원,아시아여성연구,2007,,,,False,지역사회복지에서여성주의접근의필요성에대한이론적고찰||한정원||아시아여성연구||2007
P00249785,지구 사회운동의 동학:  글로벌 사이버 행동주의(cyber activism)를 중심으로,송경재,21세기정치학회보,2011,ART001556412,paper_uid,ART001556412,False,지구사회운동의동학글로벌사이버행동주의cyberactivism를중심으로||송경재||21세기정치학회보||2011
P00233850,"트위터에서의 의견 지도력과 트위터 이용패턴: 이용동기, 트윗 이용패턴, 그리고 유형별 사례분석",황유선,한국방송학보,2010,,,,False,트위터에서의의견지도력과트위터이용패턴이용동기트윗이용패턴그리고유형별사례분석||황유선||한국방송학보||2010
P00249798,정치이념과 세대: 한국형 정치이념 지표의 측정과 적용,설동훈,지역사회학,2005,,,,False,정치이념과세대한국형정치이념지표의측정과적용||설동훈||지역사회학||2005
P00249799,북한 사회연구 동향과 과제,조은희,현대북한연구,2010,,,,False,북한사회연구동향과과제||조은희||현대북한연구||2010
P00249801,인터넷조사방법론의 가능성과 쟁점 II: 2001년과 2006년 행정학회회원들에 대한 설문조사결과 비교를 토대로,최영훈,한국행정학보,2008,,,,False,인터넷조사방법론의가능성과쟁점ii2001년과2006년행정학회회원들에대한설문조사결과비교를토대로||최영훈||한국행정학보||2008
P00249802,청소년 새터민의 문화변용과   심리사회적 적응에 관한 연구,홍순혜,청소년학연구,2008,,,,False,청소년새터민의문화변용과심리사회적적응에관한연구||홍순혜||청소년학연구||2008
P00249808,민주화 이행 모델과 ‘좋은 민주주의’: 민주주의 수행력을 중심으로,김형철,한국정치연구,2012,ART001638934,paper_uid,ART001638934,False,민주화이행모델과좋은민주주의민주주의수행력을중심으로||김형철||한국정치연구||2012
P00249809,민주주의 질(質)의 개념화와 평가:  다차원적 접근,양동훈,사회과학연구,2011,,,,False,민주주의질의개념화와평가다차원적접근||양동훈||사회과학연구||2011
P00249818,21세기 한국 정치사회의 갈등 구조와 양상: 한국적 ‘이중딜레마’ 정책노선 갈등의 양극화ㆍ치열화,엄상윤,세종정책연구,2011,,,,False,21세기한국정치사회의갈등구조와양상한국적이중딜레마정책노선갈등의양극화치열화||엄상윤||세종정책연구||2011
P00249823,한국 사회의 다문화화에 따른 정치사회화 이론의 재해석과 방법적 지향,김용신,세계지역연구논총,2011,ART001547833,paper_uid,ART001547833,False,한국사회의다문화화에따른정치사회화이론의재해석과방법적지향||김용신||세계지역연구논총||2011
P00165668,다문화 소수자로서 외국인 노동자의 이주 정체성:   글로벌 정의는 가능한가?,김용신,사회과교육,2011,,,,False,다문화소수자로서외국인노동자의이주정체성글로벌정의는가능한가||김용신||사회과교육||2011
P00249861,아시아 민주주의 지표를 통해 본 한국 민주주의,김형철,생명연구,2013,,,,False,아시아민주주의지표를통해본한국민주주의||김형철||생명연구||2013
P00249866,중간계급 비교연구 1979-2010,강명세,유럽연구,2014,,,,False,중간계급비교연구19792010||강명세||유럽연구||2014
P00249886,일본 개정파견법의 주요 내용,김명중,국제노동브리프,2012,,,,False,일본개정파견법의주요내용||김명중||국제노동브리프||2012
P00249887,노동체제 전환기의 노동운동 발전 전략에 관한 연구,노중기,경제와 사회,2007,,,,False,노동체제전환기의노동운동발전전략에관한연구||노중기||경제와사회||2007
P00249889,새해맞이 파견촌 분석,엔도코시,국제노동브리프,2009,,,,False,새해맞이파견촌분석||엔도코시||국제노동브리프||2009
P00181526,일본사회당의 정치사적 의미와 쇠퇴요인에 관한 연구,이상훈,일본연구논총,2004,,,,False,일본사회당의정치사적의미와쇠퇴요인에관한연구||이상훈||일본연구논총||2004
P00249890,2000년대 일본 비정규노동운동의 전개양상,이진경,사회와역사(구 한국사회사학회논문집),2011,,,,False,2000년대일본비정규노동운동의전개양상||이진경||사회와역사구한국사회사학회논문집||2011
P00249942,한･미의 대통령 연구 비교,김병문,한국행정학보,2009,,,,False,한미의대통령연구비교||김병문||한국행정학보||2009
P00249943,내각안정성의 측정지표에 대한 재성찰: 대통령제 국가연구에 있어서의 적실성,김지희,국제지역연구,2000,,,,False,내각안정성의측정지표에대한재성찰대통령제국가연구에있어서의적실성||김지희||국제지역연구||2000
P00249945,한국 공공부문의 다양화와 새로운 책임성 개념의 모색,한상일,한국조직학회보,2013,,,,False,한국공공부문의다양화와새로운책임성개념의모색||한상일||한국조직학회보||2013
P00249959,2014년 지방선거 결과 분석: 일관투표 유권자를 중심으로,가상준,동서연구,2015,,,,False,2014년지방선거결과분석일관투표유권자를중심으로||가상준||동서연구||2015
P00249960,라오스 농촌지역의 빈곤퇴치와 농촌개발 전략,김병기,한국국제농업개발학회지,2012,,,,False,라오스농촌지역의빈곤퇴치와농촌개발전략||김병기||한국국제농업개발학회지||2012
P00249961,"인도, 차이나, 인도차이나: 아시아 양대 신흥 대국의 대인도차이나 전략과 경쟁",설규상,정치·정보연구,2015,ART002002245,paper_uid,ART002002245,False,인도차이나인도차이나아시아양대신흥대국의대인도차이나전략과경쟁||설규상||정치정보연구||2015
P00249970,조정교부금의 재정형평화 효과와 정책과제 - 대전광역시를 중심으로 -,김종희,한국지방자치학회보,2003,,,,False,조정교부금의재정형평화효과와정책과제대전광역시를중심으로||김종희||한국지방자치학회보||2003
P00249973,지방교육재정교부금법의 운용성과와 개정방향,송기창,교육재정경제연구,2006,,,,False,지방교육재정교부금법의운용성과와개정방향||송기창||교육재정경제연구||2006
P00249974,재정정책에 미치는 정치적 영향과 정책과제,안종범,한국정책학회보,2001,,,,False,재정정책에미치는정치적영향과정책과제||안종범||한국정책학회보||2001
P00249976,"합리성, 제도 그리고 예산개혁: 정책영역별 재원배분의 메커니즘을 중심으로",조수현,정부학연구,2008,,,,False,합리성제도그리고예산개혁정책영역별재원배분의메커니즘을중심으로||조수현||정부학연구||2008
P00249977,지방교육재정 특별교부금의 운영 실태와 개선방안,최준렬,교육재정경제연구,2009,,,,False,지방교육재정특별교부금의운영실태와개선방안||최준렬||교육재정경제연구||2009
P00249978,한국 방위비 결정모형의 새로운 모색,함성득,전략논청,1999,,,,False,한국방위비결정모형의새로운모색||함성득||전략논청||1999
P00249981,브렉시트 국민투표 결정요인 분석: 기술숙련도와 노동시장에서의 고용경쟁,박영득,세계지역연구논총,2016,,,,False,브렉시트국민투표결정요인분석기술숙련도와노동시장에서의고용경쟁||박영득||세계지역연구논총||2016
P00249985,1980년대 한국 학생운동 리더십: ‘자기희생적’ 리더십과‘정파적’ 리더십,김윤철,기억과 전망,2007,,,,False,1980년대한국학생운동리더십자기희생적리더십과정파적리더십||김윤철||기억과전망||2007
P00249986,1994년 봄까지 남한 사회주의 노동자당을 건설하자,김정명,우리사상,1992,,,,False,1994년봄까지남한사회주의노동자당을건설하자||김정명||우리사상||1992
P00249991,한국은 진보정당 있는 민주주의로 갈 수 있을까,박상훈,노동사회,2008,,,,False,한국은진보정당있는민주주의로갈수있을까||박상훈||노동사회||2008
P00249997,한국 대학의 기업화,고부응,역사비평,2010,,,,False,한국대학의기업화||고부응||역사비평||2010
P00249998,대학의 관리체제와 대학의 몰락,고부응,안과밖:영미문학연구,2014,,,,False,대학의관리체제와대학의몰락||고부응||안과밖영미문학연구||2014
P00249999,대학 자본주의와 대학 공공성의 소멸,고부응,비평과이론,2016,,,,False,대학자본주의와대학공공성의소멸||고부응||비평과이론||2016
P00250001,민주주의와 교육시장화 - 87년 이후 초ㆍ중등교육법제의 변화를 중심으로 -,고영남,민주법학,2008,,,,False,민주주의와교육시장화87년이후초중등교육법제의변화를중심으로||고영남||민주법학||2008
P00250002,"제1회 대학정책포럼: 포스트 신자유주의 대학정책, 어떻게가능한가",김두환,대학: 담론과 쟁점,2016,,,,False,제1회대학정책포럼포스트신자유주의대학정책어떻게가능한가||김두환||대학담론과쟁점||2016
P00250003,5 · 31 교육개혁 이후의 한국 고등교육정책의변화와 쟁점,김안나,교육정치학연구,2005,,,,False,531교육개혁이후의한국고등교육정책의변화와쟁점||김안나||교육정치학연구||2005
P00250004,한국 고등교육의 보편화에 따른 대학 재구조화의 현황과 정책 방향,김안나,한국교육,2004,,,,False,한국고등교육의보편화에따른대학재구조화의현황과정책방향||김안나||한국교육||2004
P00250005,한국 대학구조조정의 형태 변화에 대한 연구: 2003-2012,김일환,경제와 사회,2016,,,,False,한국대학구조조정의형태변화에대한연구20032012||김일환||경제와사회||2016
P00250006,5.31 교육개혁의 현황과 전망,김용일,교육문제연구,2006,,,,False,531교육개혁의현황과전망||김용일||교육문제연구||2006
P00250007,박근혜정부 대학구조조정의 정치사회학: ‘무디어진 대학’에 대한 연구,노중기,경제와 사회,2016,,,,False,박근혜정부대학구조조정의정치사회학무디어진대학에대한연구||노중기||경제와사회||2016
P00250009,대학 기업화 시대의 종언과 대학교육의 공공성,박가분,문화과학,2015,,,,False,대학기업화시대의종언과대학교육의공공성||박가분||문화과학||2015
P00250010,대학구조개혁을 넘어 대학지형구조 개편을 위하여,반상진,교육비평,2016,,,,False,대학구조개혁을넘어대학지형구조개편을위하여||반상진||교육비평||2016
P00250011,대학구조개혁정책의 쟁점과 대응 과제에 관한 연구 - 학령인구 감소에 대한 새로운 대학구조개혁 패러다임 탐색 -,반상진,공학교육연구,2015,,,,False,대학구조개혁정책의쟁점과대응과제에관한연구학령인구감소에대한새로운대학구조개혁패러다임탐색||반상진||공학교육연구||2015
P00250013,대학 구조조정의 정치학(I) : 역사적 분석을 통한 신제도주의적 특성 탐색을 중심으로,신현석,교육정치학연구,2004,,,,False,대학구조조정의정치학i역사적분석을통한신제도주의적특성탐색을중심으로||신현석||교육정치학연구||2004
P00250014,주요국의 고등교육개혁 동향 및 재정투자 현황 비교 분석,신현석,한국교육학연구,2013,,,,False,주요국의고등교육개혁동향및재정투자현황비교분석||신현석||한국교육학연구||2013
P00250015,"대학의 폐허화, 이대로 방치할 것인가: 대학 구조조정의 정치학",윤지관,안과밖:영미문학연구,2014,,,,False,대학의폐허화이대로방치할것인가대학구조조정의정치학||윤지관||안과밖영미문학연구||2014
P00250016,준칙주의에 의한 대학설립의 실상,이무근,대학교육,2004,,,,False,준칙주의에의한대학설립의실상||이무근||대학교육||2004
P00250017,공론장의 형성과 대학사회에서의 심의민주주의 : 경청 연세예론의 사례를 중심으로,이신행,사회과학논집,2006,,,,False,공론장의형성과대학사회에서의심의민주주의경청연세예론의사례를중심으로||이신행||사회과학논집||2006
P00250018,한국 대학 구조조정의 정치학,장수영,대학교육,2005,,,,False,한국대학구조조정의정치학||장수영||대학교육||2005
P00250019,대학 구조조정 정책의 제약요인에 관한 역사적 신제도주의적 접근,조흥순,교육문제연구,2006,,,,False,대학구조조정정책의제약요인에관한역사적신제도주의적접근||조흥순||교육문제연구||2006
P00250020,초.중등교육개혁의 교육재정경제학적 접근,주철안,교육재정경제연구,2004,,,,False,초중등교육개혁의교육재정경제학적접근||주철안||교육재정경제연구||2004
P00250021,대학정원정책을 중심으로 본 한국의 대학구조개혁정책의 변화와 쟁점,최강식,교양교육연구,2017,,,,False,대학정원정책을중심으로본한국의대학구조개혁정책의변화와쟁점||최강식||교양교육연구||2017
P00047124,네트워크 사회에서 가상화폐의 화폐권력구조에 대한 영향: 비트코인의 이념ㆍ제도ㆍ이익을 중심으로,조희정,비교민주주의연구,2015,ART002003102,paper_uid,ART002003102,False,네트워크사회에서가상화폐의화폐권력구조에대한영향비트코인의이념제도이익을중심으로||조희정||비교민주주의연구||2015
P00250029,회귀분석 신드롬,김웅진,한국정치학회보,1987,,,,False,회귀분석신드롬||김웅진||한국정치학회보||1987
P00250030,사회과학적 일반화에 있어서 연구사례의 일탈성: 판정맥락과 척도에 관한 방법론적 성찰,김웅진,21세기정치학회보,2016,ART002189109,paper_uid,ART002189109,False,사회과학적일반화에있어서연구사례의일탈성판정맥락과척도에관한방법론적성찰||김웅진||21세기정치학회보||2016
P00250033,한국헌법에서의 '문화국가' 조항의 법적 성격과 의의,김수갑,공법연구,2004,,,,False,한국헌법에서의문화국가조항의법적성격과의의||김수갑||공법연구||2004
P00250034,문화국가 구현을 위한 문화분권의 과제,김창규,공법연구,2014,,,,False,문화국가구현을위한문화분권의과제||김창규||공법연구||2014
P00250035,韓國 憲法上의 文化國家原理에 관한 硏究,류시조,헌법학연구,2008,,,,False,의에관한||류시조||헌법학연구||2008
P00250036,헌법상 문화국가원리에 대한 고찰,이세주,세계헌법연구,2015,,,,False,헌법상문화국가원리에대한고찰||이세주||세계헌법연구||2015
P00250037,文化에 대한 國家介入의 헌법적 한계 ― 한글전용정책의 헌법적 문제점을 포함하여 ―,이인호,공법연구,2014,,,,False,에대한의헌법적한계한글전용정책의헌법적문제점을포함하여||이인호||공법연구||2014
P00250063,NAM과 지역통화운동,가라타니 코진,녹색평론,2002,,,,False,nam과지역통화운동||가라타니코진||녹색평론||2002
P00250064,지역통화운동이 지역사회 공동체의식 강화에 미치는 영향에 관한 연구,김동배,한국사회복지학,2001,,,,False,지역통화운동이지역사회공동체의식강화에미치는영향에관한연구||김동배||한국사회복지학||2001
P00250065,중간경제론 : 대안경제의 논리와 영역,김상준,경제와 사회,2008,,,,False,중간경제론대안경제의논리와영역||김상준||경제와사회||2008
P00250068,지역통화운동 활성화방안에 관한 연구―한밭레츠의 사례를 중심으로―,류동민,경제발전연구,2003,,,,False,지역통화운동활성화방안에관한연구한밭레츠의사례를중심으로||류동민||경제발전연구||2003
P00250069,사랑의 경제’와 지역화폐 운동,박용남,녹색평론,2008,,,,False,사랑의경제와지역화폐운동||박용남||녹색평론||2008
P00250071,공동체는 어떻게 붕괴되는가,버나드 리에테르,녹색평론,2002,,,,False,공동체는어떻게붕괴되는가||버나드리에테르||녹색평론||2002
P00250075,지역화폐제 운동의 성격과 과제,양정화,지역사회,2009,,,,False,지역화폐제운동의성격과과제||양정화||지역사회||2009
P00250076,대안운동으로서의 사회적 경제: 프랑스 지역관리기업의 사례를 중심으로,엄한진,사회와 이론,2011,,,,False,대안운동으로서의사회적경제프랑스지역관리기업의사례를중심으로||엄한진||사회와이론||2011
P00187514,어리석은 나라의 부드러우면서도 강한시민,요코다 카쓰미,논형,2004,,,,False,어리석은나라의부드러우면서도강한시민||요코다카쓰미||논형||2004
P00250077,대안운동의 현황과 방향,윤수종,사회이론,2007,,,,False,대안운동의현황과방향||윤수종||사회이론||2007
P00250078,지역통화운동의 환경철학적 의의,윤용택,환경철학,2005,,,,False,지역통화운동의환경철학적의의||윤용택||환경철학||2005
P00250079,"화폐의 심볼리즘, 현대 상징화폐, 지역화폐",원용찬,한국경영경제연구,2001,,,,False,화폐의심볼리즘현대상징화폐지역화폐||원용찬||한국경영경제연구||2001
P00250080,제3부문의 가치 발견과 활성화 전략: 생활협동조합을 중심으로,이도형,정부학연구,2010,,,,False,제3부문의가치발견과활성화전략생활협동조합을중심으로||이도형||정부학연구||2010
P00250081,"상호부양의 교환체제, “레츠” 시스템에 관한 이론 및 경험의 연구",이채언,한국경제발전학회,2000,,,,False,상호부양의교환체제레츠시스템에관한이론및경험의연구||이채언||한국경제발전학회||2000
P00250084,공동체의 경제학(Ⅱ) 공동체 사회와 시장경제 사회의 발생사적⋅이론적 고찰,주종환,사회경제평론,2006,,,,False,공동체의경제학ii공동체사회와시장경제사회의발생사적이론적고찰||주종환||사회경제평론||2006
P00250085,지역화폐운동의 소비문화적 의미 연구: “한밭레츠” 참여자의 소비행동을 중심으로,천경희,한국생활과학회지,2005,,,,False,지역화폐운동의소비문화적의미연구한밭레츠참여자의소비행동을중심으로||천경희||한국생활과학회지||2005
P00250098,다시 개막된 노동당 시대와 북한 인권 전망,안찬일,북한인권정책협의회 회보,2012,,,,False,다시개막된노동당시대와북한인권전망||안찬일||북한인권정책협의회회보||2012
P00250099,라디오와 TV로 북한을 바꾸자,이광백,북한 인권정책 협의회회보,2012,,,,False,라디오와tv로북한을바꾸자||이광백||북한인권정책협의회회보||2012
P00250102,북 외무성 대표단 러시아 방문 동향,통일부,주간 북한동향,2012,,,,False,북외무성대표단러시아방문동향||통일부||주간북한동향||2012
P00250108,초등 사회 교과서의 성평등 내용 단원과 다른 단원간 성평등 관점의 일관성 문제,구정화,시민교육연구,2011,,,,False,초등사회교과서의성평등내용단원과다른단원간성평등관점의일관성문제||구정화||시민교육연구||2011
P00250109,비정규직 여성노동자의 사회권을 통해 본  한국의 젠더체제,김영순,사회보장연구,2010,,,,False,비정규직여성노동자의사회권을통해본한국의젠더체제||김영순||사회보장연구||2010
P00250110,군사화와 성의 정치,김엘리,민주법학,2004,,,,False,군사화와성의정치||김엘리||민주법학||2004
P00250111,초등학교 사회교과서 화보에 나타난 성역할 고정관념 분석,김재춘,교육과정연구,2008,,,,False,초등학교사회교과서화보에나타난성역할고정관념분석||김재춘||교육과정연구||2008
P00250113,7차 초등학교 과학 교과서의 삽화에 나타난 성역할 고정 관념 분석,노태희,초등과학교육,2004,,,,False,7차초등학교과학교과서의삽화에나타난성역할고정관념분석||노태희||초등과학교육||2004
P00250114,초등 도덕과에서의 양성평등교육 실현방안  - 페미니즘 윤리의 관점에서 -,박종모,윤리연구,2010,,,,False,초등도덕과에서의양성평등교육실현방안페미니즘윤리의관점에서||박종모||윤리연구||2010
P00250115,"한국의 초등학교 바른생활과 교육과정과 일본의 1, 2학년 도덕 교육과정의 비교",서보윤,교육과정평가연구,2011,,,,False,한국의초등학교바른생활과교육과정과일본의12학년도덕교육과정의비교||서보윤||교육과정평가연구||2011
P00250117,교직의 여성화가 초등학생의 성역할 사회화에 미치는 영향: 성역할의 긍정적 특성과 부정적 특성을 중심으로,심미옥,초등교육연구,1999,,,,False,교직의여성화가초등학생의성역할사회화에미치는영향성역할의긍정적특성과부정적특성을중심으로||심미옥||초등교육연구||1999
P00250118,"감정적 여성, 이성적 남성: 미국 중산층 아동들의 또래 놀이에 나타난 젠더와 감정",안준희,한국문화인류학,2010,,,,False,감정적여성이성적남성미국중산층아동들의또래놀이에나타난젠더와감정||안준희||한국문화인류학||2010
P00250119,어머니와 아동의 성역할 태도와 성역할 사회화에 대한 지각차이에 관한 연구,이주연,한국생활과학회지,2004,,,,False,어머니와아동의성역할태도와성역할사회화에대한지각차이에관한연구||이주연||한국생활과학회지||2004
P00250120,한일고등학교 세계지리 교과서 내용 비교 분석,양원택,한국지역지리학회지,1996,,,,False,한일고등학교세계지리교과서내용비교분석||양원택||한국지역지리학회지||1996
P00250122,방송 프로그램 진행자의 성역할 차이에 관한 연구 - 한국과 일본의 텔레비전 프로그램 비교분석 -,황유선,사회과학논집,2008,,,,False,방송프로그램진행자의성역할차이에관한연구한국과일본의텔레비전프로그램비교분석||황유선||사회과학논집||2008
P00250123,심정전 읽기로 본 한국에서의 근대국가와 여성,황영주,한국정치학회보,2000,,,,False,심정전읽기로본한국에서의근대국가와여성||황영주||한국정치학회보||2000
P00250147,국회의원선거법개정법률의 내용과 문제점,김문현,고시계,1992,,,,False,국회의원선거법개정법률의내용과문제점||김문현||고시계||1992
P00250148,2011년 영국과 뉴질랜드의 국민투표,김형철,선거연구,2012,,,,False,2011년영국과뉴질랜드의국민투표||김형철||선거연구||2012
P00250149,정치개혁의 목적과 선거제도의 정치적 결과: 뉴질랜드ㆍ이탈리아ㆍ일본의 혼합선거제 도입,박경미,동서연구,2011,,,,False,정치개혁의목적과선거제도의정치적결과뉴질랜드이탈리아일본의혼합선거제도입||박경미||동서연구||2011
P00250150,한국 헌법재판소의 현황과 전망,서보건,공법학연구,2006,,,,False,한국헌법재판소의현황과전망||서보건||공법학연구||2006
P00250151,선거제도의 불편한 진실－절차적 민주주의의 강화를 위한 선거제도 개혁 과제,장선화,시민과 세계,2012,,,,False,선거제도의불편한진실절차적민주주의의강화를위한선거제도개혁과제||장선화||시민과세계||2012
P00250152,제19대 총선: 진보 정치를 위한 제도 개선의 필요성,정병기,레프트대구,2012,,,,False,제19대총선진보정치를위한제도개선의필요성||정병기||레프트대구||2012
P00250159,사회갈등과 통합에서 언어와 교육정책의 역할  ― 스리랑카의 종족 및 지역갈등을 사례로,곽숙희,공간과 사회,2004,,,,False,사회갈등과통합에서언어와교육정책의역할스리랑카의종족및지역갈등을사례로||곽숙희||공간과사회||2004
P00250160,카리브 해에서 인종과 정치의 혼종성: 도미니카공화국과 아이티를 중심으로,김달관,국제지역연구,2005,,,,False,카리브해에서인종과정치의혼종성도미니카공화국과아이티를중심으로||김달관||국제지역연구||2005
P00250161,미얀마의 종족분쟁의 양상과 국민통합의 전망,박장식,동남아시아연구,1996,,,,False,미얀마의종족분쟁의양상과국민통합의전망||박장식||동남아시아연구||1996
P00250162,이슬람권 소수민족 분쟁의 역사⋅문화적 전개,손주영,중동연구,1999,,,,False,이슬람권소수민족분쟁의역사문화적전개||손주영||중동연구||1999
P00250163,인도네시아에 있어서 신질서체제의 해체와 민주화,안승국,아태연구,2008,,,,False,인도네시아에있어서신질서체제의해체와민주화||안승국||아태연구||2008
P00250164,성장과 위기의 인도네시아 정치경제,안승국,아태연구,2009,,,,False,성장과위기의인도네시아정치경제||안승국||아태연구||2009
P00250165,언어-종족 분절구조와 민주주의: 바누아투와 피지의 사례 비교,안승국,기억과 전망,2012,,,,False,언어종족분절구조와민주주의바누아투와피지의사례비교||안승국||기억과전망||2012
P00250166,"국가, 계급, 그리고 종족갈등－말레이시아의 민주화 경험－",압둘 라만 엠봉,민주주의와 인권,2003,,,,False,국가계급그리고종족갈등말레이시아의민주화경험||압둘라만엠봉||민주주의와인권||2003
P00250167,이슬람권 소수민족 분쟁의 전개과정 : 서남아시아의 아프가니스탄 종족분쟁,유달승,중동연구,1999,,,,False,이슬람권소수민족분쟁의전개과정서남아시아의아프가니스탄종족분쟁||유달승||중동연구||1999
P00250168,구유고 지역의 민족문제와 민족갈등에 관한 연구,윤덕희,국제정치논총,2000,,,,False,구유고지역의민족문제와민족갈등에관한연구||윤덕희||국제정치논총||2000
